day_of_week,hour,casual,registered,measurement_type,value
Sunday,11,28.0,89.0,count,117
Sunday,12,48.0,126.0,count,174
Sunday,13,47.0,135.0,count,182
Sunday,14,47.0,114.0,count,161
Sunday,15,52.0,130.0,count,182
Sunday,16,42.0,115.0,count,157
Sunday,17,24.0,97.0,count,121
Sunday,18,13.0,65.0,count,78
Sunday,19,1.0,20.0,count,21
Sunday,20,5.0,21.0,count,26
Sunday,21,5.0,22.0,count,27
Sunday,22,5.0,57.0,count,62
Sunday,23,4.0,26.0,count,30
Monday,0,1.0,14.0,count,15
Monday,1,1.0,4.0,count,5
Monday,2,0.0,3.0,count,3
Monday,3,0.0,1.0,count,1
Monday,4,1.0,1.0,count,2
Monday,5,1.0,9.0,count,10
Monday,6,1.0,29.0,count,30
Monday,7,6.0,89.0,count,95
Monday,8,7.0,223.0,count,230
Monday,9,3.0,115.0,count,118
Monday,10,6.0,49.0,count,55
Monday,11,11.0,36.0,count,47
Monday,12,7.0,59.0,count,66
Monday,13,10.0,54.0,count,64
Monday,14,8.0,52.0,count,60
Monday,15,4.0,46.0,count,50
Monday,16,16.0,98.0,count,114
Monday,17,9.0,207.0,count,216
Monday,18,5.0,170.0,count,175
Monday,19,5.0,123.0,count,128
Monday,20,6.0,82.0,count,88
Monday,21,3.0,75.0,count,78
Monday,22,3.0,34.0,count,37
Monday,23,6.0,19.0,count,25
Tuesday,0,4.0,6.0,count,10
Tuesday,1,0.0,4.0,count,4
Tuesday,2,1.0,1.0,count,2
Tuesday,3,0.0,1.0,count,1
Tuesday,4,0.0,3.0,count,3
Tuesday,5,0.0,2.0,count,2
Tuesday,6,0.0,39.0,count,39
Tuesday,7,3.0,97.0,count,100
Tuesday,8,7.0,236.0,count,243
Tuesday,9,7.0,128.0,count,135
Tuesday,10,4.0,44.0,count,48
Tuesday,11,1.0,49.0,count,50
Tuesday,12,2.0,63.0,count,65
Tuesday,13,2.0,48.0,count,50
Tuesday,14,3.0,61.0,count,64
Tuesday,15,6.0,45.0,count,51
Tuesday,16,4.0,79.0,count,83
Tuesday,17,4.0,172.0,count,176
Tuesday,18,1.0,151.0,count,152
Tuesday,19,1.0,100.0,count,101
Tuesday,20,3.0,53.0,count,56
Tuesday,21,8.0,46.0,count,54
Tuesday,22,0.0,29.0,count,29
Tuesday,23,3.0,9.0,count,12
Wednesday,0,0.0,17.0,count,17
Wednesday,1,0.0,7.0,count,7
Wednesday,2,1.0,2.0,count,3
Wednesday,3,0.0,2.0,count,2
Wednesday,5,0.0,7.0,count,7
Wednesday,6,0.0,43.0,count,43
Wednesday,7,4.0,95.0,count,99
Wednesday,8,1.0,198.0,count,199
Wednesday,9,4.0,119.0,count,123
Wednesday,10,8.0,51.0,count,59
Wednesday,11,1.0,40.0,count,41
Wednesday,12,4.0,57.0,count,61
Wednesday,13,2.0,67.0,count,69
Wednesday,14,2.0,56.0,count,58
Wednesday,15,3.0,61.0,count,64
Wednesday,16,7.0,72.0,count,79
Wednesday,17,9.0,157.0,count,166
Wednesday,18,2.0,168.0,count,170
Wednesday,19,1.0,87.0,count,88
Wednesday,20,0.0,84.0,count,84
Wednesday,21,0.0,83.0,count,83
Wednesday,22,4.0,42.0,count,46
Wednesday,23,0.0,37.0,count,37
Thursday,0,0.0,16.0,count,16
Thursday,1,0.0,7.0,count,7
Thursday,2,0.0,3.0,count,3
Thursday,4,0.0,1.0,count,1
Thursday,5,0.0,6.0,count,6
Thursday,6,0.0,26.0,count,26
Thursday,7,0.0,99.0,count,99
Thursday,8,5.0,173.0,count,178
Thursday,9,1.0,121.0,count,122
Thursday,10,1.0,34.0,count,35
Thursday,11,1.0,44.0,count,45
Thursday,12,4.0,65.0,count,69
Thursday,13,3.0,59.0,count,62
Thursday,14,6.0,42.0,count,48
Thursday,15,0.0,50.0,count,50
Thursday,16,4.0,76.0,count,80
Thursday,17,6.0,159.0,count,165
Thursday,18,3.0,157.0,count,160
Thursday,19,2.0,110.0,count,112
Thursday,20,4.0,93.0,count,97
Thursday,21,2.0,70.0,count,72
Thursday,22,4.0,47.0,count,51
Thursday,23,1.0,33.0,count,34
Friday,0,2.0,12.0,count,14
Friday,1,1.0,6.0,count,7
Friday,2,0.0,3.0,count,3
Friday,5,0.0,4.0,count,4
Friday,6,1.0,23.0,count,24
Friday,7,1.0,73.0,count,74
Friday,8,4.0,212.0,count,216
Friday,9,8.0,132.0,count,140
Friday,10,5.0,39.0,count,44
Friday,11,12.0,52.0,count,64
Friday,12,7.0,64.0,count,71
Friday,13,21.0,89.0,count,110
Friday,14,17.0,67.0,count,84
Friday,15,12.0,62.0,count,74
Friday,16,14.0,111.0,count,125
Friday,17,18.0,193.0,count,211
Friday,18,9.0,165.0,count,174
Friday,19,7.0,94.0,count,101
Friday,20,2.0,61.0,count,63
Friday,21,1.0,46.0,count,47
Friday,22,2.0,41.0,count,43
Friday,23,5.0,48.0,count,53
Saturday,0,3.0,27.0,count,30
Saturday,1,2.0,22.0,count,24
Saturday,2,2.0,13.0,count,15
Saturday,3,3.0,7.0,count,10
Saturday,4,0.0,4.0,count,4
Saturday,5,0.0,1.0,count,1
Saturday,6,1.0,1.0,count,2
Saturday,7,2.0,9.0,count,11
Saturday,8,2.0,28.0,count,30
Saturday,9,5.0,38.0,count,43
Saturday,10,13.0,71.0,count,84
Saturday,11,30.0,84.0,count,114
Saturday,12,27.0,93.0,count,120
Saturday,13,32.0,103.0,count,135
Saturday,14,30.0,90.0,count,120
Saturday,15,47.0,127.0,count,174
Saturday,16,42.0,103.0,count,145
Saturday,17,24.0,113.0,count,137
Saturday,18,4.0,60.0,count,64
Saturday,19,2.0,39.0,count,41
Saturday,20,1.0,39.0,count,40
Saturday,21,9.0,42.0,count,51
Saturday,22,6.0,39.0,count,45
Saturday,23,1.0,31.0,count,32
Sunday,0,5.0,34.0,count,39
Sunday,1,1.0,23.0,count,24
Sunday,2,1.0,19.0,count,20
Sunday,3,4.0,8.0,count,12
Sunday,4,0.0,2.0,count,2
Sunday,6,2.0,3.0,count,5
Sunday,7,0.0,3.0,count,3
Sunday,8,1.0,11.0,count,12
Sunday,9,12.0,35.0,count,47
Sunday,10,19.0,86.0,count,105
Sunday,11,26.0,86.0,count,112
Sunday,12,58.0,94.0,count,152
Sunday,13,62.0,92.0,count,154
Sunday,14,51.0,110.0,count,161
Sunday,15,40.0,122.0,count,162
Sunday,16,28.0,106.0,count,134
Sunday,17,30.0,95.0,count,125
Sunday,18,17.0,78.0,count,95
Sunday,19,11.0,50.0,count,61
Sunday,20,15.0,32.0,count,47
Sunday,21,6.0,45.0,count,51
Sunday,22,5.0,31.0,count,36
Sunday,23,3.0,27.0,count,30
Monday,0,3.0,8.0,count,11
Monday,1,1.0,6.0,count,7
Monday,2,0.0,2.0,count,2
Monday,3,1.0,1.0,count,2
Monday,4,0.0,2.0,count,2
Monday,5,0.0,3.0,count,3
Monday,6,1.0,25.0,count,26
Monday,7,2.0,96.0,count,98
Monday,8,7.0,249.0,count,256
Monday,9,8.0,122.0,count,130
Monday,10,9.0,46.0,count,55
Monday,11,10.0,43.0,count,53
Monday,12,27.0,99.0,count,126
Monday,13,27.0,93.0,count,120
Monday,14,14.0,76.0,count,90
Monday,15,19.0,71.0,count,90
Monday,16,16.0,102.0,count,118
Monday,17,25.0,218.0,count,243
Monday,18,11.0,194.0,count,205
Monday,19,12.0,86.0,count,98
Monday,20,5.0,65.0,count,70
Monday,21,8.0,35.0,count,43
Monday,22,1.0,44.0,count,45
Monday,23,1.0,19.0,count,20
Tuesday,0,7.0,12.0,count,19
Tuesday,1,0.0,5.0,count,5
Tuesday,2,1.0,2.0,count,3
Tuesday,4,0.0,1.0,count,1
Tuesday,5,0.0,4.0,count,4
Tuesday,6,0.0,30.0,count,30
Tuesday,7,2.0,103.0,count,105
Tuesday,8,10.0,213.0,count,223
Tuesday,9,2.0,108.0,count,110
Tuesday,10,5.0,47.0,count,52
Tuesday,11,11.0,46.0,count,57
Tuesday,12,6.0,65.0,count,71
Tuesday,13,14.0,68.0,count,82
Tuesday,14,10.0,69.0,count,79
Tuesday,15,11.0,74.0,count,85
Tuesday,16,21.0,77.0,count,98
Tuesday,17,15.0,191.0,count,206
Tuesday,18,14.0,198.0,count,212
Tuesday,19,3.0,142.0,count,145
Tuesday,20,3.0,98.0,count,101
Tuesday,21,5.0,61.0,count,66
Tuesday,22,0.0,41.0,count,41
Tuesday,23,0.0,20.0,count,20
Wednesday,0,0.0,15.0,count,15
Wednesday,1,0.0,9.0,count,9
Wednesday,3,0.0,1.0,count,1
Wednesday,4,0.0,1.0,count,1
Wednesday,5,0.0,5.0,count,5
Wednesday,6,1.0,32.0,count,33
Wednesday,7,5.0,103.0,count,108
Wednesday,8,6.0,224.0,count,230
Wednesday,9,2.0,122.0,count,124
Wednesday,10,14.0,55.0,count,69
Wednesday,11,7.0,59.0,count,66
Wednesday,12,14.0,72.0,count,86
Wednesday,13,13.0,80.0,count,93
Wednesday,14,17.0,65.0,count,82
Wednesday,15,35.0,82.0,count,117
Wednesday,16,26.0,96.0,count,122
Wednesday,17,11.0,244.0,count,255
Wednesday,18,20.0,202.0,count,222
Wednesday,19,18.0,143.0,count,161
Wednesday,20,10.0,108.0,count,118
Wednesday,21,5.0,87.0,count,92
Wednesday,22,12.0,61.0,count,73
Wednesday,23,2.0,31.0,count,33
Thursday,0,1.0,16.0,count,17
Thursday,1,0.0,6.0,count,6
Thursday,2,2.0,4.0,count,6
Thursday,3,3.0,1.0,count,4
Thursday,4,3.0,1.0,count,4
Thursday,5,1.0,11.0,count,12
Thursday,6,3.0,44.0,count,47
Thursday,7,7.0,119.0,count,126
Thursday,8,18.0,267.0,count,285
Thursday,9,16.0,163.0,count,179
Thursday,10,18.0,70.0,count,88
Thursday,11,19.0,71.0,count,90
Thursday,12,15.0,86.0,count,101
Thursday,13,15.0,108.0,count,123
Thursday,14,26.0,55.0,count,81
Thursday,15,15.0,91.0,count,106
Thursday,16,29.0,117.0,count,146
Thursday,17,18.0,256.0,count,274
Thursday,18,11.0,211.0,count,222
Thursday,19,14.0,161.0,count,175
Thursday,20,8.0,131.0,count,139
Thursday,21,5.0,119.0,count,124
Thursday,22,8.0,68.0,count,76
Thursday,23,4.0,40.0,count,44
Friday,0,12.0,20.0,count,32
Friday,1,1.0,7.0,count,8
Friday,2,2.0,5.0,count,7
Friday,3,2.0,6.0,count,8
Friday,4,0.0,1.0,count,1
Friday,5,1.0,6.0,count,7
Friday,6,2.0,48.0,count,50
Friday,7,8.0,108.0,count,116
Friday,8,26.0,246.0,count,272
Friday,9,15.0,154.0,count,169
Friday,10,17.0,78.0,count,95
Friday,11,31.0,82.0,count,113
Friday,12,59.0,126.0,count,185
Friday,13,45.0,131.0,count,176
Friday,14,73.0,118.0,count,191
Friday,15,55.0,117.0,count,172
Friday,16,68.0,164.0,count,232
Friday,17,52.0,275.0,count,327
Friday,18,29.0,195.0,count,224
Friday,19,16.0,146.0,count,162
Friday,20,19.0,105.0,count,124
Friday,21,11.0,61.0,count,72
Friday,22,19.0,88.0,count,107
Friday,23,16.0,61.0,count,77
Saturday,0,6.0,23.0,count,29
Saturday,1,10.0,21.0,count,31
Saturday,2,3.0,14.0,count,17
Saturday,3,0.0,7.0,count,7
Saturday,4,0.0,3.0,count,3
Saturday,5,0.0,3.0,count,3
Saturday,6,3.0,3.0,count,6
Saturday,7,6.0,16.0,count,22
Saturday,8,9.0,36.0,count,45
Saturday,9,18.0,37.0,count,55
Saturday,10,34.0,72.0,count,106
Saturday,11,47.0,76.0,count,123
Saturday,12,38.0,81.0,count,119
Saturday,13,52.0,103.0,count,155
Saturday,14,102.0,94.0,count,196
Saturday,15,84.0,87.0,count,171
Saturday,16,39.0,81.0,count,120
Saturday,17,36.0,91.0,count,127
Saturday,18,21.0,67.0,count,88
Saturday,19,5.0,54.0,count,59
Saturday,20,9.0,38.0,count,47
Saturday,21,4.0,29.0,count,33
Saturday,22,2.0,42.0,count,44
Saturday,23,4.0,25.0,count,29
Sunday,0,,,count,39
Sunday,1,,,count,30
Sunday,2,,,count,25
Sunday,3,,,count,12
Sunday,4,,,count,6
Sunday,6,,,count,12
Sunday,7,,,count,24
Sunday,8,,,count,65
Sunday,9,,,count,94
Sunday,10,,,count,142
Sunday,11,,,count,179
Sunday,12,,,count,240
Sunday,13,,,count,298
Sunday,14,,,count,255
Sunday,15,,,count,273
Sunday,16,,,count,242
Sunday,17,,,count,211
Sunday,18,,,count,172
Sunday,19,,,count,132
Sunday,20,,,count,110
Sunday,21,,,count,87
Sunday,22,,,count,66
Sunday,23,,,count,44
Monday,0,,,count,34
Monday,1,,,count,25
Monday,2,,,count,22
Monday,3,,,count,15
Monday,4,,,count,9
Monday,5,,,count,11
Monday,6,,,count,25
Monday,7,,,count,55
Monday,8,,,count,178
Monday,9,,,count,159
Monday,10,,,count,139
Monday,11,,,count,165
Monday,12,,,count,212
Monday,13,,,count,145
Monday,14,,,count,199
Monday,15,,,count,170
Monday,16,,,count,137
Monday,17,,,count,209
Monday,18,,,count,157
Monday,19,,,count,134
Monday,20,,,count,75
Monday,21,,,count,61
Monday,22,,,count,40
Monday,23,,,count,23
Tuesday,6,,,count,36
Tuesday,7,,,count,113
Tuesday,8,,,count,236
Tuesday,9,,,count,125
Tuesday,10,,,count,65
Tuesday,11,,,count,57
Tuesday,12,,,count,82
Tuesday,13,,,count,90
Tuesday,14,,,count,75
Tuesday,15,,,count,92
Tuesday,16,,,count,116
Tuesday,17,,,count,238
Tuesday,18,,,count,222
Tuesday,19,,,count,134
Tuesday,20,,,count,94
Tuesday,21,,,count,67
Tuesday,22,,,count,42
Tuesday,23,,,count,24
Wednesday,0,,,count,12
Wednesday,1,,,count,6
Wednesday,2,,,count,4
Wednesday,3,,,count,3
Wednesday,5,,,count,8
Wednesday,6,,,count,37
Wednesday,7,,,count,118
Wednesday,8,,,count,260
Wednesday,9,,,count,146
Wednesday,10,,,count,64
Wednesday,11,,,count,73
Wednesday,12,,,count,98
Wednesday,13,,,count,100
Wednesday,14,,,count,94
Wednesday,15,,,count,109
Wednesday,16,,,count,138
Wednesday,17,,,count,288
Wednesday,18,,,count,268
Wednesday,19,,,count,185
Wednesday,20,,,count,122
Wednesday,21,,,count,90
Wednesday,22,,,count,72
Wednesday,23,,,count,39
Thursday,0,,,count,20
Thursday,1,,,count,11
Thursday,2,,,count,7
Thursday,3,,,count,5
Thursday,5,,,count,13
Thursday,6,,,count,62
Thursday,7,,,count,192
Thursday,8,,,count,407
Thursday,9,,,count,162
Thursday,10,,,count,72
Thursday,11,,,count,91
Thursday,12,,,count,134
Thursday,13,,,count,142
Thursday,14,,,count,126
Thursday,15,,,count,106
Thursday,16,,,count,153
Thursday,17,,,count,287
Thursday,18,,,count,226
Thursday,19,,,count,123
Thursday,20,,,count,117
Thursday,21,,,count,104
Thursday,22,,,count,60
Thursday,23,,,count,49
Friday,0,,,count,27
Friday,1,,,count,18
Friday,2,,,count,11
Friday,3,,,count,7
Friday,5,,,count,19
Friday,6,,,count,69
Friday,7,,,count,151
Friday,8,,,count,353
Friday,9,,,count,160
Friday,10,,,count,93
Friday,11,,,count,183
Friday,12,,,count,201
Friday,13,,,count,199
Friday,14,,,count,171
Friday,15,,,count,162
Friday,16,,,count,183
Friday,17,,,count,247
Friday,18,,,count,240
Friday,19,,,count,169
Friday,20,,,count,105
Friday,21,,,count,91
Friday,22,,,count,71
Friday,23,,,count,56
Saturday,0,,,count,50
Saturday,1,,,count,35
Saturday,2,,,count,26
Saturday,3,,,count,14
Saturday,4,,,count,8
Saturday,5,,,count,9
Saturday,6,,,count,18
Saturday,7,,,count,36
Saturday,8,,,count,90
Saturday,9,,,count,127
Saturday,10,,,count,163
Saturday,11,,,count,214
Saturday,12,,,count,231
Saturday,13,,,count,231
Saturday,14,,,count,203
Saturday,15,,,count,231
Saturday,16,,,count,221
Saturday,17,,,count,212
Saturday,18,,,count,174
Saturday,19,,,count,133
Saturday,20,,,count,105
Saturday,21,,,count,87
Saturday,22,,,count,80
Saturday,23,,,count,61
Sunday,0,,,count,44
Sunday,1,,,count,40
Sunday,2,,,count,32
Sunday,3,,,count,14
Sunday,4,,,count,5
Sunday,6,,,count,15
Sunday,7,,,count,29
Sunday,8,,,count,74
Sunday,9,,,count,119
Sunday,10,,,count,162
Sunday,11,,,count,241
Sunday,12,,,count,311
Sunday,13,,,count,339
Sunday,14,,,count,320
Sunday,15,,,count,323
Sunday,16,,,count,315
Sunday,17,,,count,247
Sunday,18,,,count,193
Sunday,19,,,count,166
Sunday,20,,,count,135
Sunday,21,,,count,103
Sunday,22,,,count,79
Sunday,23,,,count,46
Monday,0,,,count,19
Monday,1,,,count,10
Monday,3,,,count,5
Monday,5,,,count,12
Monday,6,,,count,56
Monday,7,,,count,191
Monday,8,,,count,312
Monday,9,,,count,222
Monday,10,,,count,77
Monday,11,,,count,117
Monday,12,,,count,149
Monday,13,,,count,86
Monday,14,,,count,59
Monday,15,,,count,64
Monday,16,,,count,109
Monday,17,,,count,213
Monday,18,,,count,292
Monday,19,,,count,145
Monday,20,,,count,94
Monday,21,,,count,84
Monday,22,,,count,43
Monday,23,,,count,26
Tuesday,0,0.0,7.0,count,7
Tuesday,1,0.0,3.0,count,3
Tuesday,2,0.0,4.0,count,4
Tuesday,3,0.0,2.0,count,2
Tuesday,4,0.0,1.0,count,1
Tuesday,5,1.0,1.0,count,2
Tuesday,6,0.0,46.0,count,46
Tuesday,7,2.0,105.0,count,107
Tuesday,8,10.0,204.0,count,214
Tuesday,9,8.0,116.0,count,124
Tuesday,10,13.0,55.0,count,68
Tuesday,11,8.0,48.0,count,56
Tuesday,12,6.0,80.0,count,86
Tuesday,13,13.0,65.0,count,78
Tuesday,14,18.0,61.0,count,79
Tuesday,15,7.0,57.0,count,64
Tuesday,16,10.0,92.0,count,102
Tuesday,17,12.0,230.0,count,242
Tuesday,18,10.0,214.0,count,224
Tuesday,19,4.0,115.0,count,119
Tuesday,20,2.0,86.0,count,88
Tuesday,21,8.0,55.0,count,63
Tuesday,22,3.0,44.0,count,47
Tuesday,23,2.0,23.0,count,25
Wednesday,0,3.0,5.0,count,8
Wednesday,1,0.0,4.0,count,4
Wednesday,2,0.0,2.0,count,2
Wednesday,3,3.0,1.0,count,4
Wednesday,4,1.0,0.0,count,1
Wednesday,5,0.0,5.0,count,5
Wednesday,6,1.0,39.0,count,40
Wednesday,7,2.0,108.0,count,110
Wednesday,8,13.0,243.0,count,256
Wednesday,9,7.0,141.0,count,148
Wednesday,10,11.0,65.0,count,76
Wednesday,11,8.0,65.0,count,73
Wednesday,12,20.0,62.0,count,82
Wednesday,13,35.0,90.0,count,125
Wednesday,14,21.0,75.0,count,96
Wednesday,15,19.0,91.0,count,110
Wednesday,16,27.0,112.0,count,139
Wednesday,17,30.0,238.0,count,268
Wednesday,18,8.0,193.0,count,201
Wednesday,19,6.0,144.0,count,150
Wednesday,20,9.0,86.0,count,95
Wednesday,21,3.0,68.0,count,71
Wednesday,22,4.0,44.0,count,48
Wednesday,23,0.0,22.0,count,22
Thursday,0,3.0,10.0,count,13
Thursday,1,0.0,1.0,count,1
Thursday,2,1.0,2.0,count,3
Thursday,3,0.0,1.0,count,1
Thursday,4,0.0,1.0,count,1
Thursday,5,1.0,7.0,count,8
Thursday,6,1.0,34.0,count,35
Thursday,7,1.0,110.0,count,111
Thursday,8,4.0,216.0,count,220
Thursday,9,10.0,135.0,count,145
Thursday,10,7.0,49.0,count,56
Thursday,11,10.0,40.0,count,50
Thursday,12,7.0,65.0,count,72
Thursday,13,13.0,67.0,count,80
Thursday,14,18.0,60.0,count,78
Thursday,15,6.0,62.0,count,68
Thursday,16,6.0,65.0,count,71
Thursday,17,17.0,185.0,count,202
Thursday,18,6.0,161.0,count,167
Thursday,19,5.0,101.0,count,106
Thursday,20,1.0,69.0,count,70
Thursday,21,3.0,48.0,count,51
Thursday,22,3.0,50.0,count,53
Thursday,23,0.0,23.0,count,23
Friday,0,0.0,12.0,count,12
Friday,1,0.0,4.0,count,4
Friday,2,0.0,2.0,count,2
Friday,3,0.0,1.0,count,1
Friday,4,1.0,0.0,count,1
Friday,5,0.0,7.0,count,7
Friday,6,1.0,28.0,count,29
Friday,7,0.0,83.0,count,83
Friday,8,6.0,222.0,count,228
Friday,9,12.0,138.0,count,150
Friday,10,10.0,56.0,count,66
Friday,11,16.0,73.0,count,89
Friday,12,10.0,87.0,count,97
Friday,13,13.0,74.0,count,87
Friday,14,30.0,65.0,count,95
Friday,15,31.0,75.0,count,106
Friday,16,17.0,101.0,count,118
Friday,17,22.0,206.0,count,228
Friday,18,15.0,172.0,count,187
Friday,19,5.0,102.0,count,107
Friday,20,9.0,78.0,count,87
Friday,21,6.0,64.0,count,70
Friday,22,4.0,40.0,count,44
Friday,23,6.0,40.0,count,46
Saturday,0,4.0,15.0,count,19
Saturday,1,5.0,20.0,count,25
Saturday,2,5.0,15.0,count,20
Saturday,3,0.0,2.0,count,2
Saturday,4,0.0,1.0,count,1
Saturday,5,0.0,3.0,count,3
Saturday,6,1.0,3.0,count,4
Saturday,7,5.0,10.0,count,15
Saturday,8,11.0,34.0,count,45
Saturday,9,15.0,48.0,count,63
Saturday,10,34.0,69.0,count,103
Saturday,11,43.0,116.0,count,159
Saturday,12,46.0,121.0,count,167
Saturday,13,60.0,130.0,count,190
Saturday,14,80.0,118.0,count,198
Saturday,15,83.0,122.0,count,205
Saturday,16,74.0,130.0,count,204
Saturday,17,60.0,104.0,count,164
Saturday,18,37.0,115.0,count,152
Saturday,19,27.0,62.0,count,89
Saturday,20,12.0,58.0,count,70
Saturday,21,12.0,60.0,count,72
Saturday,22,16.0,47.0,count,63
Saturday,23,10.0,34.0,count,44
Sunday,0,11.0,41.0,count,52
Sunday,1,12.0,27.0,count,39
Sunday,2,5.0,27.0,count,32
Sunday,3,2.0,9.0,count,11
Sunday,4,0.0,3.0,count,3
Sunday,6,1.0,1.0,count,2
Sunday,7,0.0,5.0,count,5
Sunday,8,1.0,8.0,count,9
Sunday,9,4.0,18.0,count,22
Sunday,10,4.0,27.0,count,31
Sunday,11,18.0,44.0,count,62
Sunday,12,10.0,69.0,count,79
Sunday,13,22.0,83.0,count,105
Sunday,14,12.0,27.0,count,39
Sunday,15,3.0,4.0,count,7
Sunday,16,3.0,8.0,count,11
Sunday,17,2.0,23.0,count,25
Sunday,18,0.0,23.0,count,23
Sunday,19,0.0,11.0,count,11
Sunday,20,3.0,8.0,count,11
Sunday,21,1.0,6.0,count,7
Sunday,22,0.0,10.0,count,10
Sunday,23,0.0,9.0,count,9
Monday,0,0.0,4.0,count,4
Monday,1,0.0,2.0,count,2
Monday,3,0.0,1.0,count,1
Monday,4,1.0,0.0,count,1
Monday,5,0.0,1.0,count,1
Monday,6,3.0,31.0,count,34
Monday,7,3.0,88.0,count,91
Monday,8,11.0,200.0,count,211
Monday,9,5.0,129.0,count,134
Monday,10,15.0,43.0,count,58
Monday,11,19.0,41.0,count,60
Monday,12,28.0,68.0,count,96
Monday,13,16.0,54.0,count,70
Monday,14,21.0,56.0,count,77
Monday,15,32.0,64.0,count,96
Monday,16,26.0,96.0,count,122
Monday,17,27.0,206.0,count,233
Monday,18,19.0,214.0,count,233
Monday,19,11.0,134.0,count,145
Monday,20,5.0,87.0,count,92
Monday,21,1.0,53.0,count,54
Monday,22,1.0,34.0,count,35
Monday,23,0.0,22.0,count,22
Tuesday,0,1.0,9.0,count,10
Tuesday,1,0.0,4.0,count,4
Tuesday,2,1.0,0.0,count,1
Tuesday,3,5.0,2.0,count,7
Tuesday,4,0.0,2.0,count,2
Tuesday,5,2.0,8.0,count,10
Tuesday,6,3.0,42.0,count,45
Tuesday,7,9.0,119.0,count,128
Tuesday,8,10.0,247.0,count,257
Tuesday,9,11.0,140.0,count,151
Tuesday,10,25.0,46.0,count,71
Tuesday,11,26.0,52.0,count,78
Tuesday,12,29.0,70.0,count,99
Tuesday,13,25.0,73.0,count,98
Tuesday,14,16.0,56.0,count,72
Tuesday,15,35.0,77.0,count,112
Tuesday,16,26.0,82.0,count,108
Tuesday,17,39.0,209.0,count,248
Tuesday,18,21.0,214.0,count,235
Tuesday,19,9.0,141.0,count,150
Tuesday,20,2.0,74.0,count,76
Tuesday,21,7.0,68.0,count,75
Tuesday,22,11.0,44.0,count,55
Tuesday,23,3.0,38.0,count,41
Wednesday,0,0.0,9.0,count,9
Wednesday,1,0.0,4.0,count,4
Wednesday,2,1.0,1.0,count,2
Wednesday,3,1.0,2.0,count,3
Wednesday,4,0.0,2.0,count,2
Wednesday,5,1.0,7.0,count,8
Wednesday,6,5.0,44.0,count,49
Wednesday,7,18.0,123.0,count,141
Wednesday,8,11.0,238.0,count,249
Wednesday,9,5.0,136.0,count,141
Wednesday,10,8.0,49.0,count,57
Wednesday,11,15.0,44.0,count,59
Wednesday,12,14.0,84.0,count,98
Wednesday,13,17.0,82.0,count,99
Wednesday,14,10.0,61.0,count,71
Wednesday,15,15.0,64.0,count,79
Wednesday,16,10.0,102.0,count,112
Wednesday,17,18.0,176.0,count,194
Wednesday,18,12.0,176.0,count,188
Wednesday,19,11.0,123.0,count,134
Wednesday,20,4.0,87.0,count,91
Wednesday,21,10.0,52.0,count,62
Wednesday,22,4.0,17.0,count,21
Wednesday,23,1.0,17.0,count,18
Thursday,0,3.0,0.0,count,3
Thursday,1,0.0,2.0,count,2
Thursday,2,0.0,1.0,count,1
Thursday,5,1.0,2.0,count,3
Thursday,6,0.0,12.0,count,12
Thursday,7,1.0,36.0,count,37
Thursday,8,1.0,43.0,count,44
Thursday,9,1.0,23.0,count,24
Thursday,10,0.0,17.0,count,17
Thursday,11,6.0,5.0,count,11
Thursday,12,4.0,30.0,count,34
Thursday,13,1.0,11.0,count,12
Thursday,14,0.0,12.0,count,12
Thursday,15,3.0,11.0,count,14
Thursday,16,1.0,20.0,count,21
Thursday,17,2.0,109.0,count,111
Thursday,18,2.0,80.0,count,82
Thursday,19,5.0,51.0,count,56
Thursday,20,9.0,29.0,count,38
Thursday,21,1.0,27.0,count,28
Thursday,22,4.0,30.0,count,34
Thursday,23,1.0,26.0,count,27
Friday,0,0.0,6.0,count,6
Friday,1,0.0,8.0,count,8
Friday,2,2.0,3.0,count,5
Friday,3,0.0,2.0,count,2
Friday,5,1.0,6.0,count,7
Friday,6,1.0,31.0,count,32
Friday,7,10.0,104.0,count,114
Friday,8,15.0,244.0,count,259
Friday,9,13.0,143.0,count,156
Friday,10,18.0,60.0,count,78
Friday,11,14.0,67.0,count,81
Friday,12,15.0,96.0,count,111
Friday,13,15.0,92.0,count,107
Friday,14,25.0,64.0,count,89
Friday,15,21.0,64.0,count,85
Friday,16,18.0,95.0,count,113
Friday,17,23.0,200.0,count,223
Friday,18,19.0,134.0,count,153
Friday,19,7.0,111.0,count,118
Friday,20,6.0,70.0,count,76
Friday,21,10.0,43.0,count,53
Friday,22,11.0,53.0,count,64
Friday,23,3.0,34.0,count,37
Saturday,0,4.0,30.0,count,34
Saturday,1,3.0,15.0,count,18
Saturday,2,0.0,14.0,count,14
Saturday,3,1.0,6.0,count,7
Saturday,4,0.0,1.0,count,1
Saturday,5,0.0,2.0,count,2
Saturday,6,2.0,2.0,count,4
Saturday,7,4.0,19.0,count,23
Saturday,8,9.0,44.0,count,53
Saturday,9,25.0,76.0,count,101
Saturday,10,21.0,78.0,count,99
Saturday,11,36.0,83.0,count,119
Saturday,12,51.0,107.0,count,158
Saturday,13,62.0,95.0,count,157
Saturday,14,70.0,96.0,count,166
Saturday,15,81.0,101.0,count,182
Saturday,16,100.0,144.0,count,244
Saturday,17,99.0,114.0,count,213
Saturday,18,54.0,91.0,count,145
